Customer_Id,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_Of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_On_Product_Research(Hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_With_Ads,Device_Used_For_Shopping,Payment_Method,Time_Of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_To_Decision,Purchase_Day,Is_Weekend
13-588-5783,20,female,middle,married,high school,middle,sao cristovao,toys & games,126.26,2,online,4,5.0,1.0,unknown,somewhat sensitive,1,6,unknown,smartphone,debit card,2024-09-19,True,False,planned,standard,13,Thursday,False
25-085-7917,42,female,middle,single,high school,high,pallisa,hotels,195.05,5,in-store,2,1.0,2.0,medium,not sensitive,0,10,high,smartphone,other,2024-05-21,True,False,impulsive,no preference,11,Tuesday,False
66-085-1226,22,female,middle,married,master's,high,san pascual,groceries,432.84,7,mixed,4,5.0,2.0,high,very sensitive,0,1,high,tablet,debit card,2024-02-05,False,False,wants-based,no preference,4,Monday,False
37-037-1765,30,male,high,married,bachelor's,middle,‘asirah ash shamaliyah,jewelry & accessories,404.12,6,in-store,1,3.0,1.0,high,very sensitive,0,4,low,smartphone,debit card,2024-02-29,False,False,impulsive,express,11,Thursday,False
48-630-6410,39,male,high,divorced,master's,high,dom pedrito,groceries,438.26,10,in-store,3,4.0,1.0,unknown,somewhat sensitive,1,3,medium,smartphone,debit card,2024-07-04,True,False,planned,express,10,Thursday,False
50-471-0212,19,female,high,single,bachelor's,high,san sebastian de yali,jewelry & accessories,233.02,4,mixed,3,3.0,1.0,medium,not sensitive,0,3,medium,smartphone,cash,2024-10-29,False,False,impulsive,standard,8,Tuesday,False
48-642-5768,26,female,middle,widowed,bachelor's,middle,shchekino,packages),273.41,7,online,3,5.0,2.0,low,very sensitive,0,9,medium,tablet,other,2024-10-17,True,False,planned,standard,2,Thursday,False
15-152-9751,21,female,high,married,high school,middle,turkestan,furniture,338.96,10,online,1,4.0,2.0,high,somewhat sensitive,1,9,high,desktop,debit card,2024-11-04,True,True,wants-based,standard,4,Monday,False
23-451-9920,37,male,middle,divorced,master's,high,rzeczenica,luxury goods,75.91,12,mixed,3,5.0,2.0,low,very sensitive,0,6,unknown,desktop,paypal,2024-11-21,True,True,planned,no preference,1,Thursday,False
09-775-4058,23,male,high,married,high school,high,perzow,mobile accessories,425.21,12,online,2,4.0,2.0,low,somewhat sensitive,0,4,high,desktop,other,2024-03-25,True,True,planned,express,12,Monday,False
43-595-0966,46,male,middle,married,master's,middle,sabon gari-nangere,software & apps,268.8,2,in-store,1,3.0,0.0,high,very sensitive,1,7,unknown,desktop,debit card,2024-04-20,False,False,need-based,standard,12,Saturday,True
56-592-0089,35,female,middle,divorced,master's,high,hengshui,health care,170.71,10,mixed,5,3.0,0.0,low,somewhat sensitive,1,9,low,desktop,credit card,2024-04-14,True,True,planned,no preference,7,Sunday,True
29-374-1297,33,non-binary,middle,widowed,high school,middle,nantes,animal feed,444.05,10,online,5,4.0,0.0,low,not sensitive,1,8,medium,desktop,paypal,2024-06-04,True,True,wants-based,standard,8,Tuesday,False
80-728-6133,47,male,middle,divorced,high school,middle,tamorot,gardening & outdoors,255.1,5,mixed,5,1.0,2.0,high,very sensitive,1,1,low,desktop,paypal,2024-01-28,True,False,planned,no preference,14,Sunday,True
58-502-7490,32,male,high,widowed,bachelor's,high,sinchao,health supplements,236.44,6,mixed,4,4.0,0.0,medium,very sensitive,2,2,unknown,smartphone,paypal,2024-05-15,False,False,impulsive,standard,6,Wednesday,False
23-537-0742,20,male,middle,widowed,bachelor's,high,anding,furniture,201.69,11,mixed,4,5.0,0.0,high,very sensitive,2,8,low,tablet,other,2024-07-19,True,False,planned,no preference,3,Friday,False
22-483-3115,37,female,high,single,bachelor's,middle,rukem,arts & crafts,390.51,6,online,3,2.0,0.0,medium,very sensitive,0,2,high,desktop,cash,2024-04-15,False,False,wants-based,express,6,Monday,False
57-372-5969,35,non-binary,high,divorced,master's,high,bogovarovo,clothing,442.29,9,mixed,1,2.0,0.0,medium,somewhat sensitive,1,2,low,tablet,paypal,2024-09-11,False,False,planned,express,13,Wednesday,False
37-283-9076,18,female,middle,single,high school,high,valbo,furniture,89.6,7,in-store,5,3.0,2.0,unknown,not sensitive,1,5,low,desktop,cash,2024-03-10,False,False,planned,standard,8,Sunday,True
39-075-3518,27,male,middle,widowed,high school,high,jaguaruana,sports & outdoors,166.74,6,mixed,2,5.0,0.0,high,not sensitive,0,6,low,desktop,other,2024-01-14,False,False,impulsive,no preference,1,Sunday,True
84-315-7189,29,female,high,married,bachelor's,middle,taqchah khanah,mobile accessories,299.28,12,mixed,4,5.0,1.0,high,somewhat sensitive,0,9,high,smartphone,debit card,2024-05-29,False,False,wants-based,standard,3,Wednesday,False
75-964-5589,24,male,high,widowed,master's,high,lipovci,sports & outdoors,404.57,5,mixed,4,3.0,0.0,medium,not sensitive,2,7,unknown,smartphone,debit card,2024-08-31,False,True,need-based,express,14,Saturday,True
06-594-3417,27,male,high,single,bachelor's,high,panagyurishte,software & apps,344.81,10,in-store,3,1.0,2.0,low,somewhat sensitive,1,9,high,desktop,other,2024-12-23,True,True,wants-based,express,14,Monday,False
08-297-3351,34,male,high,single,master's,high,thi tran than uyen,health care,217.84,10,online,2,2.0,2.0,unknown,very sensitive,0,8,high,tablet,cash,2024-01-16,True,True,wants-based,standard,11,Tuesday,False
05-546-5128,21,male,middle,divorced,bachelor's,middle,clichy,sports & outdoors,445.34,9,in-store,5,2.0,1.0,low,somewhat sensitive,1,3,high,tablet,cash,2024-03-04,True,True,impulsive,no preference,3,Monday,False
79-759-6726,18,male,high,widowed,high school,high,kłoczew,home appliances,151.73,3,in-store,2,4.0,1.0,medium,very sensitive,1,3,unknown,smartphone,other,2024-09-24,False,True,wants-based,express,11,Tuesday,False
12-851-1771,50,bigender,high,married,high school,high,zhukovo,electronics,123.73,9,online,1,4.0,0.0,high,not sensitive,2,5,high,smartphone,credit card,2024-10-07,False,True,need-based,no preference,10,Monday,False
79-960-1714,31,male,middle,single,master's,high,nykoping,travel & leisure (flights,370.54,2,in-store,3,3.0,0.0,low,very sensitive,1,9,low,smartphone,credit card,2024-03-25,True,False,impulsive,no preference,7,Monday,False
30-417-6981,45,male,high,married,master's,high,jianmin,baby products,152.87,3,in-store,1,5.0,2.0,high,very sensitive,1,8,unknown,tablet,debit card,2024-08-20,False,False,impulsive,express,11,Tuesday,False
91-532-5399,29,male,middle,single,master's,middle,bucaramanga,health supplements,295.75,4,mixed,1,1.0,0.0,high,somewhat sensitive,1,10,low,tablet,credit card,2024-12-07,True,True,need-based,standard,8,Saturday,True
89-997-9041,36,male,high,widowed,high school,middle,kudanding,office supplies,358.11,11,mixed,5,1.0,0.0,high,very sensitive,0,3,high,desktop,credit card,2024-09-03,False,False,need-based,standard,11,Tuesday,False
26-235-6745,27,female,high,widowed,master's,high,kyoto,jewelry & accessories,63.6,12,mixed,5,1.0,0.0,high,not sensitive,2,1,unknown,desktop,paypal,2024-02-09,False,True,wants-based,no preference,6,Friday,False
99-080-9462,24,male,high,single,high school,middle,saraburi,books,419.53,3,mixed,1,5.0,2.0,high,not sensitive,2,10,medium,tablet,other,2024-03-27,False,False,wants-based,express,6,Wednesday,False
87-056-8987,49,agender,high,widowed,high school,middle,negeriagung,groceries,491.92,10,in-store,5,3.0,0.0,medium,very sensitive,1,1,low,desktop,credit card,2024-12-29,False,False,wants-based,standard,2,Sunday,True
06-160-8063,21,bigender,middle,divorced,high school,high,latacunga,sports & outdoors,114.44,4,online,5,3.0,2.0,low,not sensitive,1,9,unknown,desktop,credit card,2024-10-20,False,False,planned,express,1,Sunday,True
73-434-2308,19,female,middle,married,master's,high,guanzhou,mobile accessories,388.82,10,mixed,2,3.0,0.0,low,very sensitive,0,8,low,desktop,other,2024-09-03,False,False,need-based,no preference,6,Tuesday,False
84-260-6464,23,female,middle,married,bachelor's,high,tabuc pontevedra,mobile accessories,58.32,7,in-store,1,5.0,0.0,low,not sensitive,1,6,low,smartphone,paypal,2024-03-13,True,True,need-based,standard,8,Wednesday,False
00-149-4481,28,female,high,divorced,master's,high,kabale,groceries,464.76,2,mixed,5,1.0,0.0,low,very sensitive,0,3,low,desktop,debit card,2024-02-04,False,True,need-based,no preference,3,Sunday,True
05-710-6109,27,female,high,divorced,master's,high,malveira,home appliances,116.92,7,mixed,2,3.0,2.0,unknown,very sensitive,2,3,low,desktop,debit card,2024-03-31,True,False,impulsive,no preference,14,Sunday,True
84-724-8407,47,female,high,divorced,bachelor's,middle,veiga,jewelry & accessories,396.76,8,online,3,3.0,1.0,unknown,very sensitive,2,4,high,tablet,cash,2024-07-17,True,True,planned,express,8,Wednesday,False
45-795-1873,20,agender,high,widowed,master's,middle,jagistay,packages),393.35,7,mixed,3,4.0,2.0,high,not sensitive,0,4,high,tablet,credit card,2024-06-16,True,True,need-based,no preference,12,Sunday,True
06-647-3248,26,female,high,single,master's,high,yuannan,electronics,114.03,7,mixed,4,3.0,0.0,medium,not sensitive,1,10,high,tablet,credit card,2024-04-13,True,True,planned,no preference,6,Saturday,True
06-767-5206,49,male,high,single,bachelor's,middle,mount darwin,health supplements,109.97,4,in-store,4,4.0,1.0,unknown,very sensitive,1,5,unknown,tablet,credit card,2024-08-12,True,False,wants-based,no preference,1,Monday,False
94-288-4423,39,female,high,widowed,master's,high,qal‘eh-ye khvajeh,beauty & personal care,310.23,12,in-store,1,4.0,0.0,unknown,somewhat sensitive,0,6,unknown,desktop,paypal,2024-12-17,True,False,impulsive,express,3,Tuesday,False
49-891-9711,22,male,middle,divorced,master's,middle,veiga,travel & leisure (flights,383.13,3,mixed,4,5.0,0.0,medium,not sensitive,2,6,unknown,desktop,cash,2024-09-25,False,False,need-based,no preference,7,Wednesday,False
08-806-0588,25,male,high,single,high school,middle,al qararah,health supplements,434.86,11,in-store,2,5.0,2.0,high,somewhat sensitive,0,4,medium,smartphone,other,2024-06-24,True,False,impulsive,express,11,Monday,False
94-746-2001,30,female,middle,married,bachelor's,middle,fandriana,office supplies,489.1,9,mixed,3,4.0,1.0,low,somewhat sensitive,2,4,medium,smartphone,credit card,2024-11-18,True,False,need-based,standard,13,Monday,False
38-943-5744,19,polygender,high,married,bachelor's,high,carregueira,jewelry & accessories,288.15,3,online,1,4.0,1.0,high,somewhat sensitive,1,4,medium,tablet,cash,2024-08-06,True,False,impulsive,standard,13,Tuesday,False
98-535-8497,35,male,high,divorced,master's,middle,lincheng,clothing,105.87,12,mixed,3,2.0,1.0,low,not sensitive,1,1,medium,tablet,cash,2024-09-15,False,False,planned,express,4,Sunday,True
33-243-8793,45,male,middle,widowed,high school,high,semenivka,luxury goods,163.4,3,in-store,3,5.0,1.0,high,somewhat sensitive,2,10,high,desktop,cash,2024-07-08,True,False,planned,standard,7,Monday,False
99-581-5577,20,male,high,single,high school,high,ylane,gardening & outdoors,422.92,6,mixed,4,1.0,2.0,unknown,somewhat sensitive,0,6,low,desktop,debit card,2024-10-17,False,True,planned,no preference,6,Thursday,False
64-180-2404,48,male,middle,divorced,high school,high,cendagah,gardening & outdoors,361.48,10,online,1,4.0,1.0,medium,somewhat sensitive,2,9,high,tablet,cash,2024-06-16,True,True,wants-based,express,13,Sunday,True
73-097-0986,23,male,middle,single,master's,high,firuzabad,hotels,270.82,2,in-store,4,2.0,0.0,unknown,somewhat sensitive,1,8,low,tablet,other,2024-10-30,True,False,wants-based,standard,13,Wednesday,False
88-051-0567,49,female,high,widowed,high school,high,trondheim,toys & games,372.26,11,in-store,1,5.0,2.0,unknown,very sensitive,1,8,high,smartphone,paypal,2024-08-13,False,True,wants-based,express,6,Tuesday,False
44-715-9594,23,female,middle,widowed,bachelor's,high,yakovlevo,electronics,208.59,3,mixed,1,1.0,2.0,medium,somewhat sensitive,0,4,unknown,desktop,paypal,2024-09-03,True,False,impulsive,express,1,Tuesday,False
84-188-6577,39,male,middle,widowed,high school,high,katav-ivanovsk,gardening & outdoors,163.22,8,online,5,3.0,0.0,high,somewhat sensitive,1,3,unknown,smartphone,paypal,2024-07-01,False,True,wants-based,no preference,8,Monday,False
19-116-4723,45,male,high,married,high school,high,voznesenskoye,animal feed,364.98,7,in-store,4,1.0,0.0,low,very sensitive,0,1,unknown,desktop,cash,2024-05-11,True,False,wants-based,standard,8,Saturday,True
21-783-9242,31,genderqueer,high,divorced,master's,high,voskhod,groceries,142.43,3,in-store,2,5.0,2.0,high,very sensitive,1,9,unknown,desktop,paypal,2024-09-28,True,False,planned,express,8,Saturday,True
95-528-2313,19,female,middle,married,bachelor's,high,gudja,electronics,449.72,3,mixed,3,3.0,0.0,high,somewhat sensitive,1,9,unknown,smartphone,other,2024-02-18,True,True,wants-based,express,3,Sunday,True
94-682-4886,27,male,middle,single,bachelor's,high,gawul,gardening & outdoors,241.56,12,mixed,3,2.0,0.0,high,not sensitive,0,5,high,tablet,paypal,2024-11-28,True,False,need-based,express,2,Thursday,False
55-944-9669,32,bigender,middle,divorced,master's,high,sobeok,clothing,249.73,5,mixed,1,4.0,2.0,low,very sensitive,1,4,low,desktop,cash,2024-11-15,True,False,wants-based,no preference,1,Friday,False
32-314-2958,24,male,middle,married,master's,high,nanhuang,home appliances,437.3,7,mixed,2,4.0,0.0,high,somewhat sensitive,0,7,unknown,tablet,cash,2024-07-24,True,True,impulsive,no preference,1,Wednesday,False
67-697-2331,22,male,middle,married,master's,high,tanudan,groceries,277.29,4,mixed,1,4.0,1.0,unknown,somewhat sensitive,2,8,low,smartphone,credit card,2024-01-27,True,True,wants-based,no preference,4,Saturday,True
28-855-1639,46,male,high,single,high school,middle,jiaozuo,electronics,445.93,6,online,5,5.0,2.0,high,somewhat sensitive,2,4,high,smartphone,debit card,2024-05-15,False,True,need-based,no preference,13,Wednesday,False
38-069-8615,37,female,middle,married,bachelor's,middle,takab,software & apps,242.79,6,mixed,2,4.0,0.0,high,somewhat sensitive,1,7,unknown,smartphone,other,2024-01-20,True,False,impulsive,express,7,Saturday,True
58-233-5963,34,male,high,single,bachelor's,high,gualeguay,travel & leisure (flights,393.09,8,online,5,3.0,2.0,medium,somewhat sensitive,0,3,medium,tablet,cash,2024-04-11,False,True,planned,standard,1,Thursday,False
02-004-0620,32,male,middle,single,master's,high,lagoa seca,groceries,167.61,2,online,3,5.0,1.0,unknown,not sensitive,2,2,low,desktop,other,2024-11-10,True,False,need-based,no preference,13,Sunday,True
78-822-9328,44,male,high,divorced,high school,middle,bugarama,gardening & outdoors,324.22,2,in-store,4,2.0,0.0,unknown,somewhat sensitive,1,6,medium,desktop,paypal,2024-04-18,False,False,wants-based,express,14,Thursday,False
73-359-1998,24,female,middle,divorced,bachelor's,middle,dicamay,mobile accessories,159.3,11,mixed,5,4.0,0.0,medium,somewhat sensitive,0,6,high,tablet,paypal,2024-04-24,False,True,impulsive,express,2,Wednesday,False
84-459-7736,22,genderqueer,middle,widowed,master's,middle,xiluodu,luxury goods,324.39,5,online,2,2.0,0.0,high,very sensitive,1,6,medium,desktop,paypal,2024-11-19,True,False,need-based,express,1,Tuesday,False
07-395-5818,37,agender,high,single,high school,high,hababah,clothing,198.89,2,in-store,2,2.0,0.0,high,not sensitive,0,4,low,tablet,credit card,2024-01-12,False,False,impulsive,standard,1,Friday,False
07-560-6637,41,female,middle,divorced,master's,high,lobuk,clothing,287.18,7,in-store,4,5.0,0.0,unknown,not sensitive,0,1,unknown,tablet,debit card,2024-03-11,True,False,planned,no preference,8,Monday,False
61-926-1691,32,male,high,divorced,high school,middle,waiwukak,office supplies,162.24,7,in-store,5,3.0,1.0,unknown,very sensitive,2,6,low,smartphone,paypal,2024-10-11,False,False,wants-based,express,7,Friday,False
68-129-1060,37,female,high,divorced,bachelor's,high,abaete,arts & crafts,92.97,6,in-store,5,5.0,0.0,medium,very sensitive,0,7,low,desktop,other,2024-12-15,False,True,impulsive,standard,7,Sunday,True
04-052-5592,41,male,middle,widowed,high school,middle,xiaqiao,food & beverages,144.39,12,in-store,5,3.0,2.0,high,very sensitive,0,4,low,desktop,cash,2024-06-11,True,True,impulsive,standard,12,Tuesday,False
41-215-6092,37,female,high,single,high school,high,zububah,books,253.37,12,in-store,2,5.0,0.0,unknown,very sensitive,0,9,low,tablet,credit card,2024-05-08,False,True,planned,express,6,Wednesday,False
89-833-7175,43,male,middle,widowed,high school,high,kesowo,animal feed,209.62,12,mixed,1,2.0,1.0,medium,very sensitive,0,7,medium,tablet,other,2024-10-12,True,False,planned,standard,9,Saturday,True
08-117-9893,49,male,high,single,high school,middle,colombo,baby products,411.62,6,mixed,2,1.0,0.0,medium,somewhat sensitive,2,7,medium,tablet,paypal,2024-10-05,True,False,wants-based,express,12,Saturday,True
24-109-2173,27,female,high,single,bachelor's,high,messini,food & beverages,388.01,2,online,1,5.0,1.0,high,very sensitive,1,2,unknown,tablet,paypal,2024-11-19,False,True,wants-based,standard,10,Tuesday,False
79-939-2140,41,male,middle,widowed,high school,high,yishui,health care,50.78,6,online,5,1.0,1.0,low,somewhat sensitive,1,8,unknown,tablet,debit card,2024-01-12,False,True,need-based,standard,9,Friday,False
95-999-0984,33,male,high,divorced,bachelor's,middle,nanyaojie,packages),159.82,2,in-store,2,1.0,1.0,high,very sensitive,2,8,medium,tablet,cash,2024-12-09,True,True,planned,no preference,10,Monday,False
64-799-3174,46,male,middle,divorced,master's,middle,buzen,travel & leisure (flights,79.43,3,in-store,1,5.0,0.0,medium,somewhat sensitive,2,7,unknown,smartphone,paypal,2024-01-15,False,False,wants-based,no preference,6,Monday,False
27-018-2262,42,female,middle,married,bachelor's,middle,bom jesus do itabapoana,travel & leisure (flights,131.36,4,in-store,4,4.0,2.0,unknown,somewhat sensitive,1,6,high,smartphone,debit card,2024-11-21,False,False,wants-based,express,3,Thursday,False
38-881-0766,27,male,middle,widowed,high school,middle,centenario,beauty & personal care,299.75,12,mixed,2,5.0,0.3,low,very sensitive,0,4,low,desktop,credit card,2024-07-05,False,True,need-based,no preference,7,Friday,False
17-344-8603,29,male,high,divorced,bachelor's,middle,al jizah,animal feed,319.38,9,in-store,4,1.0,0.0,low,not sensitive,1,6,high,tablet,paypal,2024-11-15,True,True,need-based,no preference,8,Friday,False
51-387-9144,38,male,high,single,master's,middle,thi tran cam thuy,electronics,476.48,8,online,5,2.0,1.0,unknown,somewhat sensitive,2,10,high,desktop,paypal,2024-07-06,False,True,impulsive,express,3,Saturday,True
42-101-8525,21,male,middle,widowed,bachelor's,middle,curahkalak tengah,gardening & outdoors,301.01,9,mixed,2,1.0,2.0,high,not sensitive,2,8,medium,smartphone,other,2024-08-23,False,True,need-based,express,13,Friday,False
69-157-6752,18,male,middle,single,bachelor's,middle,ebu,electronics,378.71,5,online,4,1.0,2.0,medium,somewhat sensitive,2,5,unknown,desktop,other,2024-08-30,True,True,planned,express,14,Friday,False
27-843-5553,44,non-binary,middle,single,bachelor's,middle,tio pujio,mobile accessories,314.32,6,online,1,4.0,2.0,high,very sensitive,2,5,low,smartphone,credit card,2024-03-16,True,False,impulsive,standard,7,Saturday,True
04-468-5487,22,male,middle,married,high school,high,creteil,office supplies,210.9,12,in-store,2,1.0,2.0,unknown,somewhat sensitive,1,1,unknown,tablet,debit card,2024-08-17,False,False,impulsive,standard,12,Saturday,True
08-584-8296,18,female,middle,divorced,high school,high,shaxi,food & beverages,218.26,4,mixed,3,1.0,2.0,low,very sensitive,0,8,high,smartphone,debit card,2024-02-27,False,False,wants-based,standard,12,Tuesday,False
81-014-4502,24,female,middle,widowed,master's,middle,kelishad va sudarjan,animal feed,424.18,5,mixed,4,4.0,1.0,unknown,not sensitive,2,4,medium,smartphone,debit card,2024-02-14,False,True,need-based,express,5,Wednesday,False
65-167-9819,28,male,high,divorced,high school,middle,punta gorda,luxury goods,430.75,11,online,1,3.0,1.0,low,somewhat sensitive,0,8,high,tablet,credit card,2024-06-24,True,False,planned,no preference,6,Monday,False
19-925-2376,24,male,high,single,bachelor's,middle,segodim,mobile accessories,162.95,11,in-store,1,2.0,2.0,high,very sensitive,1,8,low,desktop,cash,2024-07-21,False,True,impulsive,express,14,Sunday,True
03-669-7519,40,female,middle,married,master's,high,yinying,health supplements,209.68,2,online,3,1.0,1.0,unknown,not sensitive,0,1,medium,smartphone,other,2024-06-30,False,True,impulsive,express,8,Sunday,True
00-520-4376,50,male,high,widowed,bachelor's,middle,harembo,beauty & personal care,97.97,2,in-store,5,5.0,1.0,low,somewhat sensitive,0,10,unknown,desktop,credit card,2024-10-03,True,False,planned,no preference,1,Thursday,False
62-701-1037,49,male,middle,widowed,master's,high,lazarevac,books,192.51,9,mixed,2,5.0,2.0,medium,very sensitive,0,2,medium,smartphone,credit card,2024-08-23,True,False,need-based,standard,9,Friday,False
87-806-4478,35,male,middle,widowed,master's,middle,al jizah,electronics,151.81,8,online,3,4.0,0.0,medium,not sensitive,1,10,unknown,tablet,debit card,2024-01-13,False,False,planned,no preference,1,Saturday,True
04-809-8989,25,female,high,married,high school,middle,zhongcun,furniture,239.28,8,online,1,4.0,1.0,medium,somewhat sensitive,2,5,medium,tablet,other,2024-11-08,False,True,impulsive,no preference,10,Friday,False
39-867-1989,40,female,high,widowed,high school,high,gaopeng,mobile accessories,306.17,4,in-store,3,5.0,1.0,medium,somewhat sensitive,0,6,medium,tablet,paypal,2024-01-29,False,True,wants-based,express,8,Monday,False
45-584-7333,40,female,high,widowed,master's,high,tabonok,electronics,370.38,11,in-store,1,2.0,1.0,unknown,not sensitive,1,1,high,desktop,other,2024-03-04,True,True,wants-based,no preference,9,Monday,False
85-885-6579,50,male,middle,single,bachelor's,middle,tirana,arts & crafts,346.58,6,mixed,5,1.0,1.0,high,somewhat sensitive,0,9,low,tablet,other,2024-06-03,False,False,impulsive,express,7,Monday,False
65-457-2840,24,male,middle,single,high school,middle,maralal,software & apps,292.64,5,in-store,1,1.0,1.0,unknown,somewhat sensitive,2,10,medium,tablet,credit card,2024-12-06,True,False,wants-based,standard,1,Friday,False
82-726-1255,30,female,middle,married,bachelor's,high,xinjiang,travel & leisure (flights,102.91,12,mixed,2,1.0,1.0,medium,very sensitive,1,10,unknown,desktop,paypal,2024-03-26,True,False,impulsive,express,13,Tuesday,False
90-602-3583,32,female,high,widowed,bachelor's,middle,mocho,home appliances,283.78,4,mixed,2,4.0,1.2,unknown,somewhat sensitive,0,6,unknown,smartphone,debit card,2024-08-09,True,False,need-based,express,10,Friday,False
02-711-1034,48,female,high,widowed,high school,middle,likhoy,beauty & personal care,51.44,2,in-store,1,3.0,2.0,high,not sensitive,0,1,high,tablet,other,2024-05-17,True,False,planned,no preference,5,Friday,False
27-347-7437,44,female,high,married,bachelor's,high,mineiros,luxury goods,405.7,12,online,1,3.0,1.0,low,very sensitive,2,10,low,tablet,credit card,2024-02-17,True,True,wants-based,standard,14,Saturday,True
95-675-7816,19,female,high,widowed,master's,middle,noisy-le-grand,groceries,311.74,11,mixed,1,4.0,2.0,low,somewhat sensitive,2,10,medium,smartphone,paypal,2024-01-17,True,False,impulsive,express,11,Wednesday,False
87-418-1400,39,male,middle,widowed,bachelor's,high,taoyuan,clothing,293.43,9,in-store,4,4.0,1.0,medium,very sensitive,0,5,unknown,desktop,cash,2024-07-05,False,True,need-based,standard,7,Friday,False
73-991-0066,35,female,high,single,bachelor's,middle,san marcos de colon,baby products,418.51,6,online,4,4.0,2.0,low,somewhat sensitive,2,2,high,desktop,credit card,2024-05-01,False,True,need-based,standard,3,Wednesday,False
62-273-8089,39,male,middle,single,master's,middle,pokrovka,health care,85.03,9,in-store,5,4.0,1.0,medium,not sensitive,0,9,high,smartphone,credit card,2024-10-06,True,True,wants-based,express,8,Sunday,True
51-220-3072,31,male,middle,married,master's,high,shuntian,mobile accessories,164.94,4,in-store,4,4.0,2.0,high,somewhat sensitive,2,2,low,desktop,paypal,2024-07-18,True,True,wants-based,express,6,Thursday,False
17-648-0171,38,female,high,widowed,bachelor's,middle,joao camara,groceries,89.32,11,online,1,1.0,0.3,low,somewhat sensitive,1,3,high,desktop,other,2024-04-23,True,False,wants-based,no preference,12,Tuesday,False
11-975-9054,33,male,middle,married,high school,high,cunha,clothing,388.26,2,mixed,3,1.0,1.0,high,not sensitive,0,7,unknown,smartphone,credit card,2024-04-02,False,False,planned,no preference,5,Tuesday,False
75-518-2831,33,male,middle,divorced,master's,middle,fengyi,jewelry & accessories,106.69,5,online,3,4.0,1.3,medium,very sensitive,2,10,unknown,desktop,paypal,2024-09-20,False,True,wants-based,standard,14,Friday,False
13-297-9777,42,agender,middle,married,bachelor's,high,myshkin,packages),301.16,10,online,4,3.0,2.0,unknown,very sensitive,2,9,medium,tablet,cash,2024-07-26,False,False,need-based,standard,1,Friday,False
81-604-7906,49,male,middle,divorced,high school,high,tewulike,hotels,61.71,6,mixed,2,5.0,1.0,low,very sensitive,2,7,low,tablet,cash,2024-10-03,False,False,impulsive,no preference,12,Thursday,False
87-518-0375,46,non-binary,middle,divorced,high school,high,bistrinci,sports & outdoors,83.33,11,in-store,1,5.0,1.0,medium,very sensitive,1,6,low,desktop,debit card,2024-02-27,True,True,planned,express,1,Tuesday,False
53-437-2629,42,male,high,single,bachelor's,middle,chenguang,books,411.81,4,mixed,1,3.0,1.0,high,somewhat sensitive,1,1,high,smartphone,cash,2024-04-08,True,True,planned,standard,1,Monday,False
46-681-0764,44,female,middle,married,master's,high,muara,luxury goods,114.93,3,in-store,4,3.0,1.0,high,somewhat sensitive,0,4,unknown,desktop,other,2024-08-23,True,True,impulsive,standard,4,Friday,False
43-990-6454,33,female,high,divorced,master's,middle,qorveh,jewelry & accessories,438.42,11,online,3,2.0,2.0,medium,very sensitive,0,4,low,tablet,cash,2024-09-10,True,False,planned,express,4,Tuesday,False
55-570-3804,36,male,middle,widowed,master's,middle,bom despacho,luxury goods,189.97,2,in-store,2,3.0,1.0,high,somewhat sensitive,0,3,medium,smartphone,credit card,2024-03-06,True,False,need-based,standard,8,Wednesday,False
29-067-4901,35,male,high,divorced,master's,middle,arhust,health supplements,227.03,12,online,2,2.0,0.0,high,very sensitive,2,10,low,desktop,paypal,2024-07-07,True,True,planned,standard,2,Sunday,True
93-957-6269,26,male,high,divorced,bachelor's,middle,thaton,home appliances,278.49,4,mixed,5,5.0,0.0,low,somewhat sensitive,1,5,low,smartphone,credit card,2024-09-08,True,True,need-based,express,8,Sunday,True
81-225-6647,43,female,high,widowed,bachelor's,high,changbai,animal feed,120.56,5,online,4,3.0,2.0,unknown,not sensitive,2,7,low,tablet,debit card,2024-06-03,False,False,need-based,express,7,Monday,False
64-706-7841,25,male,high,divorced,bachelor's,middle,kragan,gardening & outdoors,320.94,11,online,3,3.0,2.0,high,not sensitive,2,10,unknown,smartphone,cash,2024-11-08,False,False,impulsive,no preference,10,Friday,False
47-178-9529,37,female,high,divorced,master's,middle,bida,jewelry & accessories,217.72,3,in-store,4,4.0,2.0,medium,not sensitive,1,4,high,tablet,debit card,2024-10-16,False,True,wants-based,no preference,14,Wednesday,False
63-808-3641,25,male,high,widowed,bachelor's,middle,pointe michel,home appliances,222.61,3,online,1,2.0,1.0,medium,very sensitive,1,1,unknown,desktop,paypal,2024-07-03,False,True,need-based,standard,3,Wednesday,False
85-738-8909,40,female,middle,divorced,high school,middle,juyuan,beauty & personal care,102.73,3,mixed,4,5.0,0.3,unknown,not sensitive,2,5,unknown,tablet,debit card,2024-07-18,False,False,wants-based,express,14,Thursday,False
40-224-1057,40,female,middle,married,bachelor's,high,sabugo,sports & outdoors,426.87,2,in-store,4,2.0,2.0,unknown,not sensitive,0,4,medium,smartphone,debit card,2024-03-14,False,False,wants-based,no preference,3,Thursday,False
